time	V(Vout1,Vout2)	V(vin1)	V(vin2)	V(vout1)	V(vout2)
8.206159374967634e-002	-4.104702e+000	1.206658e+000	-6.033289e-001	7.895298e+000	1.200000e+001
8.235456249967632e-002	-4.151289e+000	1.348144e+000	-6.740720e-001	7.848711e+000	1.200000e+001
8.264753124967630e-002	-4.194120e+000	1.478218e+000	-7.391089e-001	7.805880e+000	1.200000e+001
8.294049999967629e-002	-4.232832e+000	1.595778e+000	-7.978891e-001	7.767168e+000	1.200000e+001
8.323346874967627e-002	-4.267096e+000	1.699830e+000	-8.499151e-001	7.732904e+000	1.200000e+001
8.352643749967625e-002	-4.296621e+000	1.789493e+000	-8.947464e-001	7.703379e+000	1.200000e+001
8.381940624967624e-002	-4.321159e+000	1.864007e+000	-9.320035e-001	7.678841e+000	1.200000e+001
8.411237499967622e-002	-4.340501e+000	1.922742e+000	-9.613711e-001	7.659499e+000	1.200000e+001
8.440534374967620e-002	-4.354483e+000	1.965201e+000	-9.826005e-001	7.645517e+000	1.200000e+001
8.469831249967619e-002	-4.362987e+000	1.991024e+000	-9.955119e-001	7.637013e+000	1.200000e+001
8.499128124967617e-002	-4.365940e+000	1.999992e+000	-9.999962e-001	7.634060e+000	1.200000e+001
8.528424999967615e-002	-4.363318e+000	1.992031e+000	-9.960154e-001	7.636682e+000	1.200000e+001
8.557721874967614e-002	-4.355143e+000	1.967206e+000	-9.836032e-001	7.644857e+000	1.200000e+001
8.587018749967612e-002	-4.341484e+000	1.925729e+000	-9.628645e-001	7.658516e+000	1.200000e+001
8.616315624967610e-002	-4.322457e+000	1.867950e+000	-9.339751e-001	7.677543e+000	1.200000e+001
8.645612499967609e-002	-4.298223e+000	1.794359e+000	-8.971794e-001	7.701777e+000	1.200000e+001
8.674909374967607e-002	-4.268988e+000	1.705578e+000	-8.527889e-001	7.731012e+000	1.200000e+001
8.704206249967605e-002	-4.234999e+000	1.602359e+000	-8.011794e-001	7.765001e+000	1.200000e+001
8.733503124967604e-002	-4.196543e+000	1.485576e+000	-7.427878e-001	7.803457e+000	1.200000e+001
8.762799999967602e-002	-4.153948e+000	1.356217e+000	-6.781083e-001	7.846052e+000	1.200000e+001
8.792096874967600e-002	-4.107573e+000	1.215377e+000	-6.076886e-001	7.892427e+000	1.200000e+001
8.811628124967599e-002	-4.074749e+000	1.115691e+000	-5.578456e-001	7.925251e+000	1.200000e+001
8.831159374967598e-002	-4.040544e+000	1.011806e+000	-5.059030e-001	7.959456e+000	1.200000e+001
8.850690624967597e-002	-4.005085e+000	9.041125e-001	-4.520563e-001	7.994915e+000	1.200000e+001
8.860456249967597e-002	-3.986927e+000	8.489639e-001	-4.244819e-001	8.013073e+000	1.200000e+001
8.870221874967596e-002	-3.968506e+000	7.930161e-001	-3.965081e-001	8.031494e+000	1.200000e+001
8.879987499967595e-002	-3.949841e+000	7.363221e-001	-3.681611e-001	8.050159e+000	1.200000e+001
8.889753124967595e-002	-3.930946e+000	6.789351e-001	-3.394676e-001	8.069054e+000	1.200000e+001
8.909284374967594e-002	-3.892546e+000	5.622987e-001	-2.811493e-001	8.107454e+000	1.200000e+001
8.938581249967592e-002	-3.833685e+000	3.835152e-001	-1.917576e-001	8.166315e+000	1.200000e+001
8.958112499967591e-002	-3.793803e+000	2.624280e-001	-1.312140e-001	8.206188e+000	1.199999e+001
8.967878124967590e-002	-3.773178e+000	2.014853e-001	-1.007427e-001	8.226532e+000	1.199971e+001
8.977643749967590e-002	-3.733718e+000	1.403530e-001	-7.017650e-002	8.256314e+000	1.199003e+001
8.987409374967589e-002	-3.206938e+000	7.908861e-002	-3.954430e-002	8.529453e+000	1.173639e+001
8.997174999967589e-002	-1.002855e+000	1.774977e-002	-8.874883e-003	9.638508e+000	1.064136e+001
9.006940624967588e-002	2.070195e+000	-4.360578e-002	2.180289e-002	1.117622e+001	9.106028e+000
9.016706249967588e-002	3.579044e+000	-1.049203e-001	5.246014e-002	1.192710e+001	8.348061e+000
9.026471874967587e-002	3.730275e+000	-1.661360e-001	8.306802e-002	1.199776e+001	8.267485e+000
9.036237499967587e-002	3.744688e+000	-2.271954e-001	1.135977e-001	1.199994e+001	8.255247e+000
9.046003124967586e-002	3.754835e+000	-2.880410e-001	1.440205e-001	1.200000e+001	8.245163e+000
9.064139285681870e-002	3.773456e+000	-4.011535e-001	2.005767e-001	1.200000e+001	8.226543e+000
9.082275446396156e-002	3.791717e+000	-5.120849e-001	2.560425e-001	1.200000e+001	8.208282e+000
9.100411607110440e-002	3.809619e+000	-6.208353e-001	3.104177e-001	1.200000e+001	8.190381e+000
9.118547767824725e-002	3.827162e+000	-7.274047e-001	3.637024e-001	1.200000e+001	8.172838e+000
9.136683928539009e-002	3.844346e+000	-8.317931e-001	4.158965e-001	1.200000e+001	8.155654e+000
9.154820089253295e-002	3.861171e+000	-9.340004e-001	4.670002e-001	1.200000e+001	8.138830e+000
9.172956249967579e-002	3.877636e+000	-1.034027e+000	5.170134e-001	1.200000e+001	8.122364e+000
9.192487499967578e-002	3.894596e+000	-1.137059e+000	5.685295e-001	1.200000e+001	8.105404e+000
9.212018749967577e-002	3.910852e+000	-1.235812e+000	6.179059e-001	1.200000e+001	8.089148e+000
9.231549999967575e-002	3.926344e+000	-1.329913e+000	6.649566e-001	1.200000e+001	8.073656e+000
9.241315624967575e-002	3.933784e+000	-1.375108e+000	6.875542e-001	1.200000e+001	8.066216e+000
9.251081249967574e-002	3.941010e+000	-1.419009e+000	7.095046e-001	1.200000e+001	8.058990e+000
9.260846874967574e-002	3.948018e+000	-1.461575e+000	7.307873e-001	1.200000e+001	8.051982e+000
9.270612499967573e-002	3.954799e+000	-1.502764e+000	7.513822e-001	1.200000e+001	8.045201e+000
9.280378124967573e-002	3.961347e+000	-1.542540e+000	7.712699e-001	1.200000e+001	8.038653e+000
9.290143749967572e-002	3.967656e+000	-1.580863e+000	7.904317e-001	1.200000e+001	8.032344e+000
9.299909374967572e-002	3.973720e+000	-1.617699e+000	8.088496e-001	1.200000e+001	8.026280e+000
9.309674999967571e-002	3.979533e+000	-1.653013e+000	8.265063e-001	1.200000e+001	8.020467e+000
9.319440624967570e-002	3.985090e+000	-1.686770e+000	8.433850e-001	1.200000e+001	8.014910e+000
9.329206249967570e-002	3.990386e+000	-1.718940e+000	8.594700e-001	1.200000e+001	8.009614e+000
9.338971874967569e-002	3.995416e+000	-1.749492e+000	8.747461e-001	1.200000e+001	8.004584e+000
9.348737499967569e-002	4.000175e+000	-1.778398e+000	8.891989e-001	1.200000e+001	7.999825e+000
9.358503124967568e-002	4.004658e+000	-1.805630e+000	9.028148e-001	1.200000e+001	7.995342e+000
9.368268749967568e-002	4.008861e+000	-1.831162e+000	9.155810e-001	1.200000e+001	7.991139e+000
9.378034374967567e-002	4.012781e+000	-1.854971e+000	9.274855e-001	1.200000e+001	7.987219e+000
9.387799999967567e-002	4.016413e+000	-1.877034e+000	9.385172e-001	1.200000e+001	7.983587e+000
9.407331249967565e-002	4.022801e+000	-1.915842e+000	9.579208e-001	1.200000e+001	7.977199e+000
9.426862499967564e-002	4.028003e+000	-1.947438e+000	9.737192e-001	1.200000e+001	7.971997e+000
9.446393749967563e-002	4.031999e+000	-1.971705e+000	9.858527e-001	1.200000e+001	7.968001e+000
9.465924999967562e-002	4.034772e+000	-1.988551e+000	9.942756e-001	1.200000e+001	7.965228e+000
9.485456249967561e-002	4.036313e+000	-1.997913e+000	9.989564e-001	1.200000e+001	7.963687e+000
9.504987499967560e-002	4.036616e+000	-1.999755e+000	9.998773e-001	1.200000e+001	7.963384e+000
9.524518749967559e-002	4.035680e+000	-1.994070e+000	9.970348e-001	1.200000e+001	7.964320e+000
9.544049999967558e-002	4.033509e+000	-1.980880e+000	9.904398e-001	1.200000e+001	7.966491e+000
9.563581249967557e-002	4.030110e+000	-1.960234e+000	9.801169e-001	1.200000e+001	7.969890e+000
9.583112499967555e-002	4.025496e+000	-1.932210e+000	9.661052e-001	1.200000e+001	7.974504e+000
9.602643749967554e-002	4.019686e+000	-1.896914e+000	9.484572e-001	1.200000e+001	7.980314e+000
9.612409374967554e-002	4.016338e+000	-1.876580e+000	9.382898e-001	1.200000e+001	7.983662e+000
9.622174999967553e-002	4.012700e+000	-1.854479e+000	9.272394e-001	1.200000e+001	7.987300e+000
9.631940624967553e-002	4.008774e+000	-1.830633e+000	9.153163e-001	1.200000e+001	7.991226e+000
9.641706249967552e-002	4.004564e+000	-1.805063e+000	9.025317e-001	1.200000e+001	7.995436e+000
9.651471874967552e-002	4.000075e+000	-1.777795e+000	8.888977e-001	1.200000e+001	7.999925e+000
9.661237499967551e-002	3.995311e+000	-1.748854e+000	8.744271e-001	1.200000e+001	8.004689e+000
9.671003124967550e-002	3.990275e+000	-1.718267e+000	8.591335e-001	1.200000e+001	8.009725e+000
9.680768749967550e-002	3.984974e+000	-1.686063e+000	8.430314e-001	1.200000e+001	8.015026e+000
9.690534374967549e-002	3.979411e+000	-1.652272e+000	8.261358e-001	1.200000e+001	8.020589e+000
9.700299999967549e-002	3.973592e+000	-1.616925e+000	8.084627e-001	1.200000e+001	8.026408e+000
9.710065624967548e-002	3.967523e+000	-1.580057e+000	7.900286e-001	1.200000e+001	8.032477e+000
9.719831249967548e-002	3.961208e+000	-1.541702e+000	7.708511e-001	1.200000e+001	8.038792e+000
9.729596874967547e-002	3.954656e+000	-1.501896e+000	7.509480e-001	1.200000e+001	8.045344e+000
9.739362499967547e-002	3.947870e+000	-1.460676e+000	7.303382e-001	1.200000e+001	8.052130e+000
9.749128124967546e-002	3.940858e+000	-1.418082e+000	7.090409e-001	1.200000e+001	8.059142e+000
9.758893749967545e-002	3.933626e+000	-1.374153e+000	6.870764e-001	1.200000e+001	8.066374e+000
9.768659374967545e-002	3.926182e+000	-1.328930e+000	6.644652e-001	1.200000e+001	8.073818e+000
9.788190624967544e-002	3.910683e+000	-1.234777e+000	6.173886e-001	1.200000e+001	8.089317e+000
9.807721874967543e-002	3.894419e+000	-1.135977e+000	5.679883e-001	1.200000e+001	8.105581e+000
9.827253124967542e-002	3.877450e+000	-1.032900e+000	5.164502e-001	1.200000e+001	8.122550e+000
9.856549999967540e-002	3.850820e+000	-8.711221e-001	4.355611e-001	1.200000e+001	8.149180e+000
9.870500892824682e-002	3.837632e+000	-7.910071e-001	3.955036e-001	1.200000e+001	8.162368e+000
9.884451785681823e-002	3.824260e+000	-7.097693e-001	3.548847e-001	1.200000e+001	8.175741e+000
9.898402678538966e-002	3.810702e+000	-6.274088e-001	3.137044e-001	1.200000e+001	8.189298e+000
9.912353571396108e-002	3.796960e+000	-5.439255e-001	2.719628e-001	1.200000e+001	8.203040e+000
9.926304464253251e-002	3.783032e+000	-4.593195e-001	2.296597e-001	1.200000e+001	8.216967e+000
9.940255357110392e-002	3.768919e+000	-3.735907e-001	1.867953e-001	1.200000e+001	8.231080e+000
9.954206249967534e-002	3.754622e+000	-2.867391e-001	1.433696e-001	1.200000e+001	8.245377e+000
9.963971874967534e-002	3.744470e+000	-2.258884e-001	1.129442e-001	1.199993e+001	8.255461e+000
9.973737499967533e-002	3.729730e+000	-1.648250e-001	8.241250e-002	1.199758e+001	8.267854e+000
9.983503124967533e-002	3.568129e+000	-1.036065e-001	5.180326e-002	1.192173e+001	8.353605e+000
9.993268749967532e-002	2.319128e+000	-4.229054e-002	2.114527e-002	1.130133e+001	8.982206e+000
1.000000000000000e-001	0.000000e+000	4.656134e-015	-2.205602e-015	1.014337e+001	1.014337e+001
